CNKEY;CN_CODE;LEVEL;NAME_FR
271113300080;2711 13 30;6; destinés à subir une transformation chimique par un traitement autre que ceux définis pour la sousposition 27111310
271113910010;;6; destinés à d'autres usages
271113910080;2711 13 91;7; d'une pureté supérieure à 90 % mais inférieure à 95 %
271113970080;2711 13 97;7; autres
271114000080;2711 14 00;5; Éthylène, propylène, butylène et butadiène
271119000080;2711 19 00;5; autres
271121000010;;4; à l'état gazeux
271121000080;2711 21 00;5; Gaz naturel
271129000080;2711 29 00;5; autres
271200000080;2712;3;"Vaseline; paraffine, cire de pétrole microcristalline, slack wax, ozokérite, cire de lignite, cire de tourbe, autres cires minérales et produits similaires obtenus par synthèse ou par d'autres procédés, même colorés"
271210000080;2712 10;4; Vaseline
271210100080;2712 10 10;5; brute
271210900080;2712 10 90;5; autre
271220000080;2712 20;4; Paraffine contenant en poids moins de 0,75 % d'huile
271220100080;2712 20 10;5; Paraffine synthétique d'un poids moléculaire de 460 ou plus mais n'excédant pas 1560
271220900080;2712 20 90;5; autres
271290000080;2712 90;4; autres
271290110010;;5; Ozokérite, cire de lignite ou de tourbe (produits naturels)
271290110080;2712 90 11;6; brutes
271290190080;2712 90 19;6; autres
271290310010;;5; autres
271290310020;;6; bruts
271290310080;2712 90 31;7; destinés à subir un traitement défini
271290330080;2712 90 33;7; destinés à subir une transformation chimique par un traitement autre que ceux définis pour la sousposition 27129031
271290390080;2712 90 39;7; destinés à d'autres usages
271290910010;;6; autres
271290910080;2712 90 91;7; Mélange de 1alcènes contenant en poids 80 % ou plus de 1alcènes d'une longueur de chaîne de 24 atomes de carbone ou plus mais n'excédant pas 28 atomes de carbone
271290990080;2712 90 99;7; autres
271300000080;2713;3;Coke de pétrole, bitume de pétrole et autres résidus des huiles de pétrole ou de minéraux bitumineux
271311000010;;4; Coke de pétrole
271311000080;2713 11 00;5; non calciné
271312000080;2713 12 00;5; calciné
271320000080;2713 20 00;4; Bitume de pétrole
271390000080;2713 90;4; autres résidus des huiles de pétrole ou de minéraux bitumineux
271390100080;2713 90 10;5; destinés à la fabrication des produits du no 2803
271390900080;2713 90 90;5; autres
271400000080;2714;3;"Bitumes et asphaltes, naturels; schistes et sables bitumineux; asphaltites et roches asphaltiques"
271410000080;2714 10 00;4; Schistes et sables bitumineux
271490000080;2714 90 00;4; autres
271500000080;2715 00 00;3;Mélanges bitumineux à base d'asphalte ou de bitume naturels, de bitume de pétrole, de goudron minéral ou de brai de goudron minéral (mastics bitumineux, cutbacks, par exemple)
271600000080;2716 00 00;3;Énergie électrique
280011000090;VI;1;SECTION VI  PRODUITS DES INDUSTRIES CHIMIQUES OU DES INDUSTRIES CONNEXES
280021000090;28;2;"CHAPITRE 28  PRODUITS CHIMIQUES INORGANIQUES; COMPOSÉS INORGANIQUES OU ORGANIQUES DE MÉTAUX PRÉCIEUX, D'ÉLÉMENTS RADIOACTIFS, DE MÉTAUX DES TERRES RARES OU D'ISOTOPES"
280100000010;;3;I. ÉLÉMENTS CHIMIQUES
280100000080;2801;3;Fluor, chlore, brome et iode
280110000080;2801 10 00;4; Chlore
280120000080;2801 20 00;4; Iode
280130000080;2801 30;4;" Fluor; brome"
280130100080;2801 30 10;5; Fluor
280130900080;2801 30 90;5; Brome
280200000080;2802 00 00;3;"Soufre sublimé ou précipité; soufre colloïdal"
280300000080;2803 00 00;3;Carbone (noirs de carbone et autres formes de carbone non dénommées ni comprises ailleurs)
280400000080;2804;3;Hydrogène, gaz rares et autres éléments non métalliques
280410000080;2804 10 00;4; Hydrogène
280421000010;;4; Gaz rares
280421000080;2804 21 00;5; Argon
280429000080;2804 29;5; autres
280429100080;2804 29 10;6; Hélium
280429900080;2804 29 90;6; autres
280430000080;2804 30 00;4; Azote
280440000080;2804 40 00;4; Oxygène
280450000080;2804 50;4;" Bore; tellure"
280450100080;2804 50 10;5; Bore
280450900080;2804 50 90;5; Tellure
280461000010;;4; Silicium
280461000080;2804 61 00;5; contenant en poids au moins 99,99 % de silicium
280469000080;2804 69 00;5; autre
280470000080;2804 70;4; Phosphore
280470100080;2804 70 10;5; Phosphore rouge
280470900080;2804 70 90;5; autre
280480000080;2804 80 00;4; Arsenic
280490000080;2804 90 00;4; Sélénium
280500000080;2805;3;"Métaux alcalins ou alcalinoterreux; métaux de terres rares, scandium et yttrium, même mélangés ou alliés entre eux; mercure"
280511000010;;4; Métaux alcalins ou alcalinoterreux
280511000080;2805 11 00;5; Sodium
280512000080;2805 12 00;5; Calcium
280519000080;2805 19;5; autres
280519100080;2805 19 10;6; Strontium et baryum
280519900080;2805 19 90;6; autres
280530000080;2805 30;4; Métaux de terres rares, scandium et yttrium, même mélangés ou alliés entre eux
280530100080;2805 30 10;5; mélangés ou alliés entre eux
280530210010;;5; autres
280530210020;;6; d'une pureté égale ou supérieure à 95 % en poids
280530210080;2805 30 21;7; Cérium et lanthane
280530290080;2805 30 29;7; Praséodyme, néodyme et samarium
280530310080;2805 30 31;7; Gadolinium, terbium et dysprosium
280530390080;2805 30 39;7; Europium, holmium, erbium, thulium, ytterbium, lutetium et yttrium
280530400080;2805 30 40;7; Scandium
280530800080;2805 30 80;6; autres
280540000080;2805 40;4; Mercure
280540100080;2805 40 10;5; présenté en bonbonnes d'un contenu net de 34,5 kg (poids standard) et dont la valeur FOB, par bonbonne, n'excède pas 224 €
280540900080;2805 40 90;5; autre
280600000010;;3;II. ACIDES INORGANIQUES ET COMPOSÉS OXYGÉNÉS INORGANIQUES DES ÉLÉMENTS NON MÉTALLIQUES
280600000080;2806;3;"Chlorure d'hydrogène (acide chlorhydrique); acide chlorosulfurique"
280610000080;2806 10 00;4; Chlorure d'hydrogène (acide chlorhydrique)
280620000080;2806 20 00;4; Acide chlorosulfurique
280700000080;2807 00 00;3;"Acide sulfurique; oléum"
280800000080;2808 00 00;3;"Acide nitrique; acides sulfonitriques"
280900000080;2809;3;"Pentaoxyde de diphosphore; acide phosphorique; acides polyphosphoriques, de constitution chimique définie ou non"
280910000080;2809 10 00;4; Pentaoxyde de diphosphore
280920000080;2809 20 00;4; Acide phosphorique et acides polyphosphoriques
281000000080;2810 00;3;"Oxydes de bore; acides boriques"
281000100080;2810 00 10;4; Trioxyde de dibore
281000900080;2810 00 90;4; autres
281100000080;2811;3;Autres acides inorganiques et autres composés oxygénés inorganiques des éléments non métalliques
281111000010;;4; autres acides inorganiques
281111000080;2811 11 00;5; Fluorure d'hydrogène (acide fluorhydrique)
281112000080;2811 12 00;5; Cyanure d’hydrogène (acide cyanhydrique)
281119000080;2811 19;5; autres
281119100080;2811 19 10;6; Bromure d'hydrogène (acide bromhydrique)
281119800080;2811 19 80;6; autres
281121000010;;4; autres composés oxygénés inorganiques des éléments non métalliques
281121000080;2811 21 00;5; Dioxyde de carbone
281122000080;2811 22 00;5; Dioxyde de silicium
281129000080;2811 29;5; autres
281129050080;2811 29 05;6; Dioxyde de soufre
281129100080;2811 29 10;6;" Trioxyde de soufre (anhydride sulfurique); trioxyde de diarsenic (anhydride arsénieux)"
281129300080;2811 29 30;6; Oxydes d'azote
281129900080;2811 29 90;6; autres
281200000010;;3;III. DÉRIVÉS HALOGÉNÉS, OXYHALOGÉNÉS OU SULFURÉS DES ÉLÉMENTS NON MÉTALLIQUES
281200000080;2812;3;Halogénures et oxyhalogénures des éléments non métalliques
281211000010;;4; Chlorures et oxychlorures
281211000080;2812 11 00;5; Dichlorure de carbonyle (phosgène)
281212000080;2812 12 00;5; Oxychlorure de phosphore
281213000080;2812 13 00;5; Trichlorure de phosphore
281214000080;2812 14 00;5; Pentachlorure de phosphore
281215000080;2812 15 00;5; Monochlorure de soufre
281216000080;2812 16 00;5; Dichlorure de soufre
281217000080;2812 17 00;5; Chlorure de thionyle
281219000080;2812 19;5; autres
281219100080;2812 19 10;6; de phosphore
281219900080;2812 19 90;6; autres
281290000080;2812 90 00;4; autres
281300000080;2813;3;"Sulfures des éléments non métalliques; trisulfure de phosphore du commerce"
281310000080;2813 10 00;4; Disulfure de carbone
281390000080;2813 90;4; autres
281390100080;2813 90 10;5; Sulfures de phosphore, y compris le trisulfure de phosphore du commerce
281390900080;2813 90 90;5; autres
281400000010;;3;IV. BASES INORGANIQUES ET OXYDES, HYDROXYDES ET PEROXYDES DE MÉTAUX
281400000080;2814;3;Ammoniac anhydre ou en solution aqueuse (ammoniaque)
281410000080;2814 10 00;4; Ammoniac anhydre
281420000080;2814 20 00;4; Ammoniac en solution aqueuse (ammoniaque)
281500000080;2815;3;"Hydroxyde de sodium (soude caustique); hydroxyde de potassium (potasse caustique); peroxydes de sodium ou de potassium"
281511000010;;4; Hydroxyde de sodium (soude caustique)
281511000080;2815 11 00;5; solide
281512000080;2815 12 00;5; en solution aqueuse (lessive de soude caustique)
281520000080;2815 20 00;4; Hydroxyde de potassium (potasse caustique)
281530000080;2815 30 00;4; Peroxydes de sodium ou de potassium
281600000080;2816;3;"Hydroxyde et peroxyde de magnésium; oxydes, hydroxydes et peroxydes de strontium ou de baryum"
281610000080;2816 10 00;4; Hydroxyde et peroxyde de magnésium
281640000080;2816 40 00;4; Oxydes, hydroxydes et peroxydes, de strontium ou de baryum
281700000080;2817 00 00;3;"Oxyde de zinc; peroxyde de zinc"
281800000080;2818;3;"Corindon artificiel, chimiquement défini ou non; oxyde d'aluminium; hydroxyde d'aluminium"
281810000080;2818 10;4; Corindon artificiel, chimiquement défini ou non
281810110010;;5; d'une teneur en oxyde d'aluminium égale ou supérieure à 98,5 % en poids
281810110080;2818 10 11;6; dont moins de 50 % du poids total consiste en particules d'un diamètre de plus de 10 mm
281810190080;2818 10 19;6; dont 50 % ou plus du poids total consiste en particules d'un diamètre de plus de 10 mm
281810910010;;5; d'une teneur en oxyde d'aluminium inférieure à 98,5 % en poids
281810910080;2818 10 91;6; dont moins de 50 % du poids total consiste en particules d'un diamètre de plus de 10 mm
281810990080;2818 10 99;6; dont 50 % ou plus du poids total consiste en particules d'un diamètre de plus de 10 mm
281820000080;2818 20 00;4; Oxyde d'aluminium autre que le corindon artificiel
281830000080;2818 30 00;4; Hydroxyde d'aluminium
281900000080;2819;3;Oxydes et hydroxydes de chrome
281910000080;2819 10 00;4; Trioxyde de chrome
281990000080;2819 90;4; autres
281990100080;2819 90 10;5; Dioxyde de chrome
281990900080;2819 90 90;5; autres
282000000080;2820;3;Oxydes de manganèse
282010000080;2820 10 00;4; Dioxyde de manganèse
282090000080;2820 90;4; autres
282090100080;2820 90 10;5; Oxyde de manganèse contenant en poids 77 % ou plus de manganèse
282090900080;2820 90 90;5; autres
282100000080;2821;3;"Oxydes et hydroxydes de fer; terres colorantes contenant en poids 70 % ou plus de fer combiné, évalué en Fe2O3"
282110000080;2821 10 00;4; Oxydes et hydroxydes de fer
282120000080;2821 20 00;4; Terres colorantes
282200000080;2822 00 00;3;"Oxydes et hydroxydes de cobalt; oxydes de cobalt du commerce"
282300000080;2823 00 00;3;Oxydes de titane
282400000080;2824;3;"Oxydes de plomb; minium et mine orange"
282410000080;2824 10 00;4; Monoxyde de plomb (litharge, massicot)
282490000080;2824 90 00;4; autres
282500000080;2825;3;"Hydrazine et hydroxylamine et leurs sels inorganiques; autres bases inorganiques; autres oxydes, hydroxydes et peroxydes de métaux"
282510000080;2825 10 00;4; Hydrazine et hydroxylamine et leurs sels inorganiques
282520000080;2825 20 00;4; Oxyde et hydroxyde de lithium
282530000080;2825 30 00;4; Oxydes et hydroxydes de vanadium
282540000080;2825 40 00;4; Oxydes et hydroxydes de nickel
282550000080;2825 50 00;4; Oxydes et hydroxydes de cuivre
282560000080;2825 60 00;4; Oxydes de germanium et dioxyde de zirconium
282570000080;2825 70 00;4; Oxydes et hydroxydes de molybdène
282580000080;2825 80 00;4; Oxydes d'antimoine
282590000080;2825 90;4; autres
282590110010;;5; Oxyde, hydroxyde et peroxyde de calcium
282590110080;2825 90 11;6; Hydroxyde de calcium, d'une pureté en poids de 98 % ou plus sur produit sec sous forme de particules dont:  pas plus d'1 % en poids sont de dimension excédant 75 micromètres, et  pas plus de 4 % en poids sont de dimension inférieure à 1,3 micromètre
282590190080;2825 90 19;6; autres
282590200080;2825 90 20;5; Oxyde et hydroxyde de béryllium
282590400080;2825 90 40;5; Oxydes et hydroxydes de tungstène
282590600080;2825 90 60;5; Oxyde de cadmium
282590850080;2825 90 85;5; autres
282600000010;;3;V. SELS ET PEROXOSELS MÉTALLIQUES DES ACIDES INORGANIQUES
282600000080;2826;3;"Fluorures; fluorosilicates, fluoroaluminates et autres sels complexes de fluor"
282612000010;;4; Fluorures
282612000080;2826 12 00;5; d'aluminium
282619000080;2826 19;5; autres
282619100080;2826 19 10;6; d'ammonium ou de sodium
282619900080;2826 19 90;6; autres
282630000080;2826 30 00;4; Hexafluoroaluminate de sodium (cryolithe synthétique)
282690000080;2826 90;4; autres
282690100080;2826 90 10;5; Hexafluorozirconate de dipotassium
282690800080;2826 90 80;5; autres
282700000080;2827;3;"Chlorures, oxychlorures et hydroxychlorures; bromures et oxybromures; iodures et oxyiodures"
282710000080;2827 10 00;4; Chlorure d'ammonium
282720000080;2827 20 00;4; Chlorure de calcium
282731000010;;4; autres chlorures
282731000080;2827 31 00;5; de magnésium
282732000080;2827 32 00;5; d'aluminium
282735000080;2827 35 00;5; de nickel
282739000080;2827 39;5; autres
282739100080;2827 39 10;6; d'étain
282739200080;2827 39 20;6; de fer
282739300080;2827 39 30;6; de cobalt
282739850080;2827 39 85;6; autres
282741000010;;4; Oxychlorures et hydroxychlorures
282741000080;2827 41 00;5; de cuivre
282749000080;2827 49;5; autres
282749100080;2827 49 10;6; de plomb
282749900080;2827 49 90;6; autres
282751000010;;4; Bromures et oxybromures
282751000080;2827 51 00;5; Bromures de sodium ou de potassium
282759000080;2827 59 00;5; autres
282760000080;2827 60 00;4; Iodures et oxyiodures
282800000080;2828;3;"Hypochlorites; hypochlorite de calcium du commerce; chlorites; hypobromites"
282810000080;2828 10 00;4; Hypochlorite de calcium du commerce et autres hypochlorites de calcium
282890000080;2828 90 00;4; autres
282900000080;2829;3;"Chlorates et perchlorates; bromates et perbromates; iodates et periodates"
282911000010;;4; Chlorates
282911000080;2829 11 00;5; de sodium
282919000080;2829 19 00;5; autres
282990000080;2829 90;4; autres
282990100080;2829 90 10;5; Perchlorates
282990400080;2829 90 40;5; Bromate de potassium ou de sodium
282990800080;2829 90 80;5; autres
283000000080;2830;3;"Sulfures; polysulfures, de constitution chimique définie ou non"
283010000080;2830 10 00;4; Sulfures de sodium
283090000080;2830 90;4; autres
283090110080;2830 90 11;5; Sulfures de calcium, d'antimoine, de fer
283090850080;2830 90 85;5; autres
283100000080;2831;3;Dithionites et sulfoxylates
283110000080;2831 10 00;4; de sodium
283190000080;2831 90 00;4; autres
283200000080;2832;3;"Sulfites; thiosulfates"
283210000080;2832 10 00;4; Sulfites de sodium
283220000080;2832 20 00;4; autres sulfites
283230000080;2832 30 00;4; Thiosulfates
283300000080;2833;3;"Sulfates; aluns; peroxosulfates (persulfates)"
283311000010;;4; Sulfates de sodium
283311000080;2833 11 00;5; Sulfate de disodium
283319000080;2833 19 00;5; autres
283321000010;;4; autres sulfates
283321000080;2833 21 00;5; de magnésium
283322000080;2833 22 00;5; d'aluminium
283324000080;2833 24 00;5; de nickel
283325000080;2833 25 00;5; de cuivre
283327000080;2833 27 00;5; de baryum
283329000080;2833 29;5; autres
283329200080;2833 29 20;6; de cadmium, de chrome, de zinc
283329300080;2833 29 30;6; de cobalt, de titane
283329600080;2833 29 60;6; de plomb
283329800080;2833 29 80;6; autres
283330000080;2833 30 00;4; Aluns
283340000080;2833 40 00;4; Peroxosulfates (persulfates)
283400000080;2834;3;"Nitrites; nitrates"
283410000080;2834 10 00;4; Nitrites
283421000010;;4; Nitrates
283421000080;2834 21 00;5; de potassium
283429000080;2834 29;5; autres
283429200080;2834 29 20;6; de baryum, de béryllium, de cadmium, de cobalt, de nickel, de plomb
283429400080;2834 29 40;6; de cuivre
283429800080;2834 29 80;6; autres
283500000080;2835;3;"Phosphinates (hypophosphites), phosphonates (phosphites) et phosphates; polyphosphates, de constitution chimique définie ou non"
283510000080;2835 10 00;4; Phosphinates (hypophosphites) et phosphonates (phosphites)
283522000010;;4; Phosphates
283522000080;2835 22 00;5; de mono ou de disodium
283524000080;2835 24 00;5; de potassium
283525000080;2835 25 00;5; Hydrogénoorthophosphate de calcium (phosphate dicalcique)
283526000080;2835 26 00;5; autres phosphates de calcium
283529000080;2835 29;5; autres
283529100080;2835 29 10;6; de triammonium
283529300080;2835 29 30;6; de trisodium
283529900080;2835 29 90;6; autres
283531000010;;4; Polyphosphates
283531000080;2835 31 00;5; Triphosphate de sodium (tripolyphosphate de sodium)
283539000080;2835 39 00;5; autres
283600000080;2836;3;"Carbonates; peroxocarbonates (percarbonates); carbonate d'ammonium du commerce contenant du carbamate d'ammonium"
283620000080;2836 20 00;4; Carbonate de disodium
283630000080;2836 30 00;4; Hydrogénocarbonate (bicarbonate) de sodium
283640000080;2836 40 00;4; Carbonates de potassium
283650000080;2836 50 00;4; Carbonate de calcium
283660000080;2836 60 00;4; Carbonate de baryum
283691000010;;4; autres
283691000080;2836 91 00;5; Carbonates de lithium
283692000080;2836 92 00;5; Carbonate de strontium
283699000080;2836 99;5; autres
283699110010;;6; Carbonates
283699110080;2836 99 11;7; de magnésium, de cuivre
283699170080;2836 99 17;7; autres
283699900080;2836 99 90;6; Peroxocarbonates (percarbonates)
283700000080;2837;3;Cyanures, oxycyanures et cyanures complexes
283711000010;;4; Cyanures et oxycyanures
283711000080;2837 11 00;5; de sodium
283719000080;2837 19 00;5; autres
283720000080;2837 20 00;4; Cyanures complexes
283900000080;2839;3;"Silicates; silicates des métaux alcalins du commerce"
283911000010;;4; de sodium
283911000080;2839 11 00;5; Métasilicates
283919000080;2839 19 00;5; autres
283990000080;2839 90 00;4; autres
284000000080;2840;3;"Borates; peroxoborates (perborates)"
284011000010;;4; Tétraborate de disodium (borax raffiné)
284011000080;2840 11 00;5; anhydre
284019000080;2840 19;5; autre
284019100080;2840 19 10;6; Tétraborate de disodium pentahydraté
284019900080;2840 19 90;6; autre
284020000080;2840 20;4; autres borates
284020100080;2840 20 10;5; Borates de sodium, anhydres
284020900080;2840 20 90;5; autres
284030000080;2840 30 00;4; Peroxoborates (perborates)
284100000080;2841;3;Sels des acides oxométalliques ou peroxométalliques
284130000080;2841 30 00;4; Dichromate de sodium
284150000080;2841 50 00;4;" autres chromates et dichromates; peroxochromates"
284161000010;;4; Manganites, manganates et permanganates
284161000080;2841 61 00;5; Permanganate de potassium
284169000080;2841 69 00;5; autres
284170000080;2841 70 00;4; Molybdates
284180000080;2841 80 00;4; Tungstates (wolframates)
284190000080;2841 90;4; autres
284190300080;2841 90 30;5; Zincates, vanadates
284190850080;2841 90 85;5; autres
284200000080;2842;3;Autres sels des acides ou peroxoacides inorganiques (y compris les aluminosilicates de constitution chimique définie ou non), autres que les azotures
284210000080;2842 10 00;4; Silicates doubles ou complexes, y compris les aluminosilicates de constitution chimique définie ou non
284290000080;2842 90;4; autres
284290100080;2842 90 10;5; Sels simples, doubles ou complexes des acides du sélénium ou du tellure
284290800080;2842 90 80;5; autres
284300000010;;3;VI. DIVERS
284300000080;2843;3;"Métaux précieux à l'état colloïdal; composés inorganiques ou organiques de métaux précieux, de constitution chimique définie ou non; amalgames de métaux précieux"
284310000080;2843 10;4; Métaux précieux à l'état colloïdal
284310100080;2843 10 10;5; Argent
284310900080;2843 10 90;5; autres
284321000010;;4; Composés d'argent
284321000080;2843 21 00;5; Nitrate d'argent
284329000080;2843 29 00;5; autres
284330000080;2843 30 00;4; Composés d'or
284390000080;2843 90;4;" autres composés; amalgames"
284390100080;2843 90 10;5; Amalgames
284390900080;2843 90 90;5; autres
284400000080;2844;3;"Éléments chimiques radioactifs et isotopes radioactifs (y compris les éléments chimiques et isotopes fissiles ou fertiles) et leurs composés; mélanges et résidus contenant ces produits"
284410000080;2844 10;4;" Uranium naturel et ses composés; alliages, dispersions (y compris les cermets), produits céramiques et mélanges renfermant de l'uranium naturel ou des composés de l'uranium naturel"
284410100010;;5; Uranium naturel
284410100080;2844 10 10;6;" brut; déchets et débris (Euratom)"
284410300080;2844 10 30;6; ouvré (Euratom)
284410500080;2844 10 50;5; Ferrouranium
284410900080;2844 10 90;5; autres (Euratom)
284420000080;2844 20;4;" Uranium enrichi en U 235 et ses composés; plutonium et ses composés; alliages, dispersions (y compris les cermets), produits céramiques et mélanges renfermant de l'uranium enrichi en U 235, du plutonium ou des composés de ces produits"
284420250010;;5;" Uranium enrichi en U 235 et ses composés; alliages, dispersions (y compris les cermets), produits céramiques et mélanges renfermant de l'uranium enrichi en U 235 ou des composés de ces produits"
284420250080;2844 20 25;6; Ferrouranium
284420350080;2844 20 35;6; autres (Euratom)
284420510010;;5;" Plutonium et ses composés; alliages, dispersions (y compris les cermets), produits céramiques et mélanges renfermant du plutonium ou des composés de ces produits"
284420510020;;6; Mélanges d'uranium et de plutonium
284420510080;2844 20 51;7; Ferrouranium
284420590080;2844 20 59;7; autres (Euratom)
284420990080;2844 20 99;6; autres
284430000080;2844 30;4;" Uranium appauvri en U 235 et ses composés; thorium et ses composés; alliages, dispersions (y compris les cermets), produits céramiques et mélanges renfermant de l'uranium appauvri en U 235, du thorium ou des composés de ces produits"
284430110010;;5;" Uranium appauvri en U 235; alliages, dispersions (y compris les cermets), produits céramiques et mélanges renfermant de l'uranium appauvri en U 235 ou des composés de ce produit"
284430110080;2844 30 11;6; Cermets
284430190080;2844 30 19;6; autres
284430510010;;5;" Thorium; alliages, dispersions (y compris les cermets), produits céramiques et mélanges renfermant du thorium ou des composés de ce produit"
284430510080;2844 30 51;6; Cermets
284430550010;;6; autres
284430550080;2844 30 55;7;" brut; déchets et débris (Euratom)"
284430610010;;7; ouvré
284430610080;2844 30 61;8; Barres, profilés, fils, tôles, bandes et feuilles (Euratom)
284430690080;2844 30 69;8; autres (Euratom)
284430910010;;5; Composés de l'uranium appauvri en U 235, composés du thorium, même mélangés entre eux
284430910080;2844 30 91;6; de l'uranium appauvri en U 235, du thorium, même mélangés entre eux (Euratom), à l'exclusion des sels de thorium
284430990080;2844 30 99;6; autres
284441000010;;4;" Éléments et isotopes et composés radioactifs autres que ceux des nos 284410, 284420 ou 284430; alliages, dispersions (y compris les cermets), produits céramiques et mélanges renfermant ces éléments, isotopes ou composés; résidus radioactifs"
284441000080;2844 41;5;" Tritium et ses composés; alliages, dispersions (y compris les cermets), produits céramiques et mélanges renfermant du tritium ou ses composés"
284441100080;2844 41 10;6;" Isotope radioactif artificiel (Euratom); composés d’un isotope radioactif artificiel (Euratom)"
284441900080;2844 41 90;6; autres
284442000080;2844 42;5;" Actinium225, actinium227, californium253, curium240, curium 241, curium242, curium243, curium244, einsteinium253, einsteinium254, gadolinium148, polonium208, polonium209, polonium210, radium223, uranium230 ou uranium232, et leurs composés; alliages, dispersions (y compris les cermets), produits céramiques et mélanges renfermant ces éléments ou composés"
284442100080;2844 42 10;6;" Isotopes radioactifs artificiels (Euratom); composés des isotopes radioactifs artificiels (Euratom)"
284442900080;2844 42 90;6; autres
284443000080;2844 43;5;" Autres éléments et isotopes et composés radioactifs; alliages, dispersions (y compris les cermets), produits céramiques et mélanges renfermant ces éléments, isotopes ou composés"
284443100080;2844 43 10;6;" Uranium233 et ses composés; alliages, dispersions (y compris les cermets), produits céramiques et mélanges renfermant de l’uranium233 ou ses composés"
284443200080;2844 43 20;6;" Isotopes radioactifs artificiels (Euratom); composés des isotopes radioactifs artificiels (Euratom)"
284443800080;2844 43 80;6; autres
284444000080;2844 44 00;5; Résidus radioactifs
284450000080;2844 50 00;4; Éléments combustibles (cartouches) usés (irradiés) de réacteurs nucléaires (Euratom)
284500000080;2845;3;"Isotopes autres que ceux du no 2844; leurs composés inorganiques ou organiques, de constitution chimique définie ou non"
284510000080;2845 10 00;4; Eau lourde (oxyde de deutérium) (Euratom)
284520000080;2845 20 00;4; Bore enrichi en bore10 et ses composés
284530000080;2845 30 00;4; Lithium enrichi en lithium6 et ses composés
284540000080;2845 40 00;4; Hélium3
284590000080;2845 90;4; autres
284590100080;2845 90 10;5;" Deutérium et composés du deutérium; hydrogène et ses composés, enrichis en deutérium; mélanges et solutions contenant ces produits (Euratom)"
284590900080;2845 90 90;5; autres
284600000080;2846;3;Composés, inorganiques ou organiques, des métaux des terres rares, de l'yttrium ou du scandium ou des mélanges de ces métaux
284610000080;2846 10 00;4; Composés de cérium
284690000080;2846 90;4; autres
284690300080;2846 90 30;5; Composés du scandium
284690400080;2846 90 40;5; Composés du lanthane
284690500080;2846 90 50;5; Composés du praséodyme, du néodyme ou du samarium
284690600080;2846 90 60;5; Composés du gadolinium, du terbium ou du dysprosium
284690700080;2846 90 70;5; Composés de l’europium, de l'holmium, de l'erbium, du thulium, de l'ytterbium, du lutétium ou de l'yttrium
284690900080;2846 90 90;5; Composés de mélanges de métaux
284700000080;2847 00 00;3;Peroxyde d'hydrogène (eau oxygénée) même solidifié avec de l'urée
284900000080;2849;3;Carbures, de constitution chimique définie ou non
284910000080;2849 10 00;4; de calcium
284920000080;2849 20 00;4; de silicium
284990000080;2849 90;4; autres
284990100080;2849 90 10;5; de bore
284990300080;2849 90 30;5; de tungstène
284990500080;2849 90 50;5; d'aluminium, de chrome, de molybdène, de vanadium, de tantale, de titane
284990900080;2849 90 90;5; autres
285000000080;2850 00;3;Hydrures, nitrures, azotures, siliciures et borures, de constitution chimique définie ou non, autres que les composés qui constituent également des carbures du no 2849
285000200080;2850 00 20;4;" Hydrures; nitrures"
285000600080;2850 00 60;4;" Azotures; siliciures"
285000900080;2850 00 90;4; Borures
285200000080;2852;3;Composés inorganiques ou organiques du mercure, de constitution chimique définie ou non, à l'exclusion des amalgames
285210000080;2852 10 00;4; de constitution chimique définie
285290000080;2852 90 00;4; autres
285300000080;2853;3;"Phosphures, de constitution chimique définie ou non, à l’exclusion des ferrophosphores; autres composés inorganiques (y compris les eaux distillées, de conductibilité ou de même degré de pureté); air liquide (y compris l’air liquide dont les gaz rares ont été éliminés); air comprimé; amalgames autres que de métaux précieux"
285310000080;2853 10 00;4; Chlorure de cyanogène (chlorcyan)
285390000080;2853 90;4; autres
285390100080;2853 90 10;5; Eaux distillées, de conductibilité ou de même degré de pureté
285390300080;2853 90 30;5;" Air liquide (y compris l'air liquide dont les gaz rares ont été éliminés); air comprimé"
285390900080;2853 90 90;5; autres
290021000090;29;2;CHAPITRE 29  PRODUITS CHIMIQUES ORGANIQUES
290100000010;;3;I. HYDROCARBURES ET LEURS DÉRIVÉS HALOGÉNÉS, SULFONÉS, NITRÉS OU NITROSÉS
290100000080;2901;3;Hydrocarbures acycliques
290110000080;2901 10 00;4; saturés
290121000010;;4; non saturés
290121000080;2901 21 00;5; Éthylène
290122000080;2901 22 00;5; Propène (propylène)
290123000080;2901 23 00;5; Butène (butylène) et ses isomères
290124000080;2901 24 00;5; Buta1,3diène et isoprène
290129000080;2901 29 00;5; autres
290200000080;2902;3;Hydrocarbures cycliques
290211000010;;4; cyclaniques, cycléniques ou cycloterpéniques
290211000080;2902 11 00;5; Cyclohexane
290219000080;2902 19 00;5; autres
290220000080;2902 20 00;4; Benzène
290230000080;2902 30 00;4; Toluène
290241000010;;4; Xylènes
290241000080;2902 41 00;5; oXylène
290242000080;2902 42 00;5; mXylène
290243000080;2902 43 00;5; pXylène
290244000080;2902 44 00;5; Isomères du xylène en mélange
290250000080;2902 50 00;4; Styrène
290260000080;2902 60 00;4; Éthylbenzène
290270000080;2902 70 00;4; Cumène
290290000080;2902 90 00;4; autres
290300000080;2903;3;Dérivés halogénés des hydrocarbures
290311000010;;4; Dérivés chlorés saturés des hydrocarbures acycliques
